timestamp,last_close,suggestion,score,RSI,MACD,MACD_signal,SMA_50,SMA_100,BB_upper,BB_lower,reasons
2025-03-12 22:35:13,560.17,🔍 持续观察,0.5,57.85,0.64,1.07,554.49,553.32,562.2,554.7,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-12 22:50:15,559.68,🔍 持续观察,0.5,56.46,0.72,1.0,554.65,553.44,562.27,554.72,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-12 23:05:16,555.29,🔍 持续观察,0.5,44.93,0.45,0.89,554.76,553.53,562.37,554.29,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-12 23:20:17,553.33,🔍 持续观察,0.5,41.2,-0.06,0.68,554.81,553.61,562.9,553.13,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-12 23:35:18,550.22,✅ 可能买入机会,2.0,35.95,-0.72,0.37,554.8,553.7,563.9,551.28,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨; 价格触及布林带下轨，市场可能超卖（买入信号）
2025-03-12 23:50:19,552.02,🔍 持续观察,0.5,41.06,-0.96,0.1,554.84,553.78,564.12,550.51,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 00:05:20,555.18,🔍 持续观察,0.5,48.39,-0.86,-0.09,554.99,553.86,563.85,550.37,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 00:20:22,555.84,🔍 持续观察,0.5,49.64,-0.67,-0.19,555.2,553.97,563.77,550.36,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 00:35:23,557.31,🔍 持续观察,0.5,52.6,-0.5,-0.26,555.41,554.06,563.72,550.28,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 00:50:23,558.27,🔍 持续观察,0.5,54.64,-0.34,-0.3,555.64,554.14,563.61,550.18,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 01:05:24,558.49,✅ 可能买入机会,3.5,55.12,-0.14,-0.27,555.88,554.25,563.51,550.17,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 01:20:25,560.59,✅ 可能买入机会,3.5,58.89,0.32,-0.14,556.17,554.35,563.76,550.12,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 01:35:25,559.1,✅ 可能买入机会,3.5,55.64,0.41,-0.04,556.39,554.43,563.28,550.28,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 01:50:26,558.35,✅ 可能买入机会,3.5,53.82,0.42,0.04,556.51,554.51,562.46,550.6,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 02:05:27,558.06,✅ 可能买入机会,3.5,52.99,0.35,0.08,556.6,554.57,561.99,550.68,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 02:20:28,560.12,✅ 可能买入机会,3.5,57.0,0.64,0.21,556.78,554.72,562.44,550.56,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 02:35:28,561.19,✅ 可能买入机会,3.5,58.99,0.89,0.35,557.01,554.84,563.06,550.38,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 02:50:29,561.51,✅ 可能买入机会,3.5,59.56,1.09,0.5,557.19,554.96,563.71,550.4,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 03:05:30,562.86,✅ 可能买入机会,3.5,62.12,1.34,0.67,557.42,555.05,564.55,550.34,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 03:20:31,563.8,✅ 可能买入机会,3.5,63.67,1.64,0.88,557.68,555.13,565.61,550.15,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 03:35:32,565.01,✅ 可能买入机会,3.5,65.72,1.89,1.08,557.9,555.22,566.4,549.85,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 03:50:32,565.06,✅ 可能买入机会,3.5,65.78,2.07,1.28,558.11,555.29,567.17,549.59,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 04:05:33,567.95,✅ 可能买入机会,2.5,70.5,2.5,1.54,558.4,555.43,568.77,549.57,RSI 高于 70，市场可能超买（卖出信号）; MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 04:20:34,569.52,✅ 可能买入机会,2.5,72.69,2.9,1.82,558.7,555.57,570.14,550.12,RSI 高于 70，市场可能超买（卖出信号）; MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 04:35:35,567.88,✅ 可能买入机会,3.5,67.04,2.84,1.99,558.84,555.66,569.88,551.9,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 04:50:35,568.2,✅ 可能买入机会,3.5,67.55,2.96,2.19,559.08,555.79,570.35,553.04,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 08:21:55,569.31,🔍 持续观察,0.5,54.74,2.16,2.91,562.97,558.03,575.38,565.21,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 08:36:55,568.92,🔍 持续观察,0.5,53.45,1.87,2.69,563.16,558.2,575.04,565.89,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 08:51:56,569.02,🔍 持续观察,0.5,53.49,1.68,2.5,563.35,558.38,574.83,566.4,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 09:06:57,569.03,🔍 持续观察,0.5,53.31,1.43,2.27,563.48,558.55,574.87,566.28,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 09:21:57,569.35,🔍 持续观察,0.5,54.0,1.34,2.09,563.63,558.73,574.69,566.77,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 09:36:58,571.29,🔍 持续观察,0.5,59.45,1.42,1.97,563.87,558.94,574.65,567.2,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 09:51:59,573.49,🔍 持续观察,0.5,64.53,1.62,1.9,564.18,559.16,574.95,567.4,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 10:07:00,574.45,🔍 持续观察,0.5,65.77,1.89,1.92,564.55,559.4,575.54,567.16,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 10:22:00,573.35,🔍 持续观察,0.5,61.83,1.85,1.89,564.9,559.6,575.49,567.21,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 10:37:01,573.07,🔍 持续观察,0.5,60.39,1.87,1.9,565.26,559.79,575.71,567.21,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 10:52:02,574.64,✅ 可能买入机会,3.5,63.03,1.91,1.89,565.61,559.98,576.02,567.16,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 11:07:02,573.25,🔍 持续观察,0.5,58.56,1.84,1.88,565.87,560.18,575.83,567.22,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 11:22:03,576.32,✅ 可能买入机会,3.5,66.35,2.09,1.94,566.22,560.44,576.43,566.94,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 11:37:04,575.87,✅ 可能买入机会,3.5,64.51,2.17,1.98,566.67,560.7,576.78,566.78,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 11:52:05,576.89,✅ 可能买入机会,3.5,67.48,2.32,2.06,567.2,560.99,577.61,566.44,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 12:07:05,580.05,🔍 持续观察,1.0,73.11,2.64,2.18,567.81,561.3,579.08,565.86,RSI 高于 70，市场可能超买（卖出信号）; MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨; 价格触及布林带上轨，市场可能超买（卖出信号）
2025-03-13 12:22:06,579.73,✅ 可能买入机会,3.5,69.1,2.89,2.34,568.38,561.61,580.41,565.74,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 12:37:07,578.6,✅ 可能买入机会,3.5,64.8,2.79,2.41,568.79,561.9,580.77,566.1,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 12:52:08,580.7,✅ 可能买入机会,3.5,68.28,3.03,2.55,569.33,562.26,581.98,566.11,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 13:07:08,580.82,✅ 可能买入机会,3.5,68.54,3.08,2.65,569.82,562.6,582.73,566.39,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 13:22:09,578.18,✅ 可能买入机会,3.5,60.59,2.78,2.65,570.19,562.91,582.56,567.3,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 13:37:10,574.48,🔍 持续观察,0.5,50.3,2.29,2.57,570.47,563.19,582.28,568.01,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 13:52:11,574.56,🔍 持续观察,0.5,50.45,1.96,2.45,570.77,563.46,581.82,569.16,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 14:07:12,574.88,🔍 持续观察,0.5,51.04,1.75,2.32,571.12,563.75,581.52,570.09,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 14:22:12,576.83,🔍 持续观察,0.5,55.98,1.68,2.2,571.53,564.0,581.23,571.09,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 14:37:13,578.65,🔍 持续观察,0.5,60.08,1.71,2.1,571.91,564.27,581.25,571.76,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 14:52:14,579.39,🔍 持续观察,0.5,61.74,1.75,2.02,572.27,564.54,581.49,571.91,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 15:07:14,577.38,🔍 持续观察,0.5,56.05,1.59,1.92,572.58,564.8,581.35,572.36,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 15:22:15,577.47,🔍 持续观察,0.5,56.2,1.49,1.84,572.89,565.04,581.29,572.76,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 15:37:16,577.49,🔍 持续观察,0.5,56.04,1.36,1.73,573.14,565.29,580.93,573.56,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 15:52:16,578.14,🔍 持续观察,0.5,57.76,1.34,1.65,573.43,565.56,580.9,573.96,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 16:07:17,580.26,🔍 持续观察,0.5,62.88,1.48,1.61,573.73,565.82,581.09,574.35,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 16:22:18,579.24,🔍 持续观察,0.5,58.97,1.5,1.59,573.99,566.07,581.27,574.48,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 16:37:19,577.08,🔍 持续观察,0.5,52.45,1.11,1.45,574.09,566.25,581.15,574.29,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 16:52:20,575.56,🔍 持续观察,0.5,48.92,0.75,1.28,574.22,566.43,581.27,573.8,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 17:07:20,578.33,🔍 持续观察,0.5,55.63,0.84,1.2,574.43,566.64,580.74,574.07,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 17:22:21,579.29,🔍 持续观察,0.5,57.77,0.93,1.14,574.63,566.86,580.85,574.04,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 17:37:21,576.69,🔍 持续观察,0.5,51.27,0.69,1.03,574.68,567.03,580.3,574.08,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 17:52:22,578.9,🔍 持续观察,0.5,57.03,0.83,1.0,574.83,567.25,580.04,574.27,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 18:07:23,580.0,✅ 可能买入机会,3.5,59.54,1.01,1.0,575.01,567.49,580.35,574.12,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 18:22:24,579.87,✅ 可能买入机会,3.5,58.54,1.12,1.03,575.19,567.74,580.79,573.99,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 18:37:24,580.24,✅ 可能买入机会,3.5,59.73,1.23,1.08,575.32,567.98,581.15,574.22,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 18:52:25,581.2,✅ 可能买入机会,3.5,61.72,1.32,1.12,575.45,568.2,581.55,574.35,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 19:07:26,581.06,✅ 可能买入机会,3.5,61.43,1.38,1.17,575.59,568.42,581.81,574.63,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 19:22:27,579.94,✅ 可能买入机会,3.5,57.19,1.31,1.19,575.73,568.64,581.92,574.82,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 19:37:27,577.9,🔍 持续观察,0.5,50.14,1.06,1.16,575.84,568.85,581.84,574.83,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 19:52:28,578.54,🔍 持续观察,0.5,52.03,1.02,1.15,576.06,569.07,581.91,574.88,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 20:07:29,578.82,🔍 持续观察,0.5,53.02,0.92,1.1,576.24,569.26,581.95,575.0,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 20:22:30,579.81,🔍 持续观察,0.5,56.31,0.94,1.08,576.45,569.49,582.08,575.23,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 20:37:31,578.51,🔍 持续观察,0.5,50.54,0.92,1.07,576.65,569.71,582.36,575.22,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 20:52:31,578.26,🔍 持续观察,0.5,49.69,0.78,1.01,576.85,569.91,582.37,575.26,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 21:07:32,593.98,🔍 持续观察,1.0,75.01,1.89,1.19,577.34,570.25,586.99,571.98,RSI 高于 70，市场可能超买（卖出信号）; MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨; 价格触及布林带上轨，市场可能超买（卖出信号）
2025-03-13 21:22:33,599.17,🔍 持续观察,1.0,78.56,3.48,1.71,578.06,570.7,593.5,568.33,RSI 高于 70，市场可能超买（卖出信号）; MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨; 价格触及布林带上轨，市场可能超买（卖出信号）
2025-03-13 21:37:34,592.35,✅ 可能买入机会,3.5,64.53,3.83,2.14,578.52,571.01,594.99,568.57,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 21:52:35,589.79,✅ 可能买入机会,3.5,59.95,3.61,2.38,578.83,571.24,595.17,569.41,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 22:07:36,587.45,✅ 可能买入机会,3.5,56.33,3.1,2.46,579.03,571.45,594.99,569.95,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 22:22:37,590.55,✅ 可能买入机会,3.5,59.01,3.48,2.71,579.42,571.81,596.4,570.22,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 22:37:37,594.56,✅ 可能买入机会,3.5,62.84,3.88,2.95,579.85,572.19,597.91,570.48,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-13 22:52:38,580.42,🔍 持续观察,0.5,47.33,2.14,2.61,579.71,572.31,596.42,570.69,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 23:07:39,576.42,🔍 持续观察,0.5,43.51,1.2,2.31,579.76,572.5,596.53,570.03,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 23:22:40,581.81,🔍 持续观察,0.5,49.41,1.07,2.09,579.94,572.78,596.49,570.38,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 23:37:40,578.55,🔍 持续观察,0.5,46.08,0.66,1.82,580.05,572.97,596.54,570.3,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-13 23:52:41,580.05,🔍 持续观察,0.5,47.72,0.42,1.55,580.13,573.18,596.53,570.28,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 00:07:42,581.59,🔍 持续观察,0.5,49.45,0.38,1.33,580.25,573.47,596.54,570.45,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 00:22:43,582.38,🔍 持续观察,0.5,50.43,0.33,1.12,580.35,573.78,596.57,570.71,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 00:37:44,581.49,🔍 持续观察,0.5,49.36,0.17,0.92,580.34,574.08,596.54,570.88,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 00:52:45,578.33,🔍 持续观察,0.5,45.47,-0.29,0.65,580.3,574.32,596.55,570.63,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 01:07:45,580.73,🔍 持续观察,0.5,48.69,-0.2,0.5,580.35,574.58,596.5,571.01,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 01:22:46,579.54,🔍 持续观察,0.5,47.01,-0.39,0.31,580.32,574.82,596.5,570.72,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 01:37:47,576.0,🔍 持续观察,0.5,42.3,-0.84,0.07,580.24,575.01,596.65,570.17,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 01:52:47,575.59,🔍 持续观察,0.5,41.69,-1.09,-0.16,580.22,575.2,596.72,569.93,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 02:07:48,575.79,🔍 持续观察,0.5,43.85,-1.52,-0.47,580.17,575.32,594.1,569.87,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 02:22:49,575.08,🔍 持续观察,0.5,43.03,-1.67,-0.71,580.16,575.48,590.32,571.26,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 02:37:49,576.89,🔍 持续观察,0.5,45.78,-1.43,-0.81,580.26,575.69,589.09,571.66,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 02:52:50,576.75,🔍 持续观察,0.5,45.49,-1.38,-0.92,580.28,575.9,588.68,571.44,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 03:07:51,578.27,🔍 持续观察,0.5,47.7,-1.17,-0.95,580.32,576.11,586.45,572.56,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 03:22:51,577.72,🔍 持续观察,0.5,46.8,-1.14,-0.99,580.3,576.28,583.36,574.32,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 03:37:52,576.86,🔍 持续观察,0.5,45.68,-1.25,-1.06,580.27,576.42,583.17,573.97,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 03:52:53,577.5,🔍 持续观察,0.5,47.28,-1.27,-1.12,580.26,576.56,583.18,573.68,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 04:07:54,578.01,🔍 持续观察,0.5,48.33,-1.18,-1.14,580.26,576.7,583.18,573.63,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 04:22:54,578.6,✅ 可能买入机会,3.5,49.56,-1.05,-1.13,580.26,576.85,582.5,573.84,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 04:37:55,576.56,✅ 可能买入机会,3.5,45.61,-1.1,-1.13,580.17,576.96,582.37,573.66,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 04:52:56,574.42,🔍 持续观察,0.5,41.95,-1.35,-1.19,580.12,577.02,582.12,573.11,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 05:07:56,574.55,🔍 持续观察,0.5,43.05,-1.5,-1.27,580.09,577.07,581.73,572.71,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 05:22:57,572.84,🔍 持续观察,0.5,40.35,-1.65,-1.34,580.03,577.13,581.23,572.37,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 05:37:58,571.28,✅ 可能买入机会,2.0,37.83,-1.83,-1.42,579.92,577.17,581.21,571.68,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨; 价格触及布林带下轨，市场可能超卖（买入信号）
2025-03-14 05:52:59,574.34,🔍 持续观察,0.5,43.47,-1.63,-1.44,579.9,577.25,580.41,572.13,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 06:07:59,575.79,🔍 持续观察,0.5,47.08,-1.48,-1.44,579.87,577.28,579.87,572.26,MACD 低于信号线，市场可能下跌; 50均线上穿100均线，长期看涨
2025-03-14 06:23:00,575.76,✅ 可能买入机会,3.5,47.07,-1.32,-1.41,579.81,577.32,579.64,572.29,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 06:38:01,576.18,✅ 可能买入机会,3.5,47.97,-1.12,-1.34,579.74,577.38,579.63,572.31,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 06:53:01,576.71,✅ 可能买入机会,3.5,49.44,-0.98,-1.27,579.66,577.43,579.4,572.97,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 07:08:02,577.78,✅ 可能买入机会,3.5,52.1,-0.73,-1.16,579.62,577.47,579.59,572.99,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 07:23:03,577.84,✅ 可能买入机会,3.5,52.25,-0.55,-1.04,579.56,577.5,579.51,573.02,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 07:38:03,578.24,✅ 可能买入机会,3.5,53.3,-0.38,-0.91,579.5,577.54,579.52,573.01,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 07:53:04,578.77,✅ 可能买入机会,3.5,54.66,-0.16,-0.75,579.5,577.61,579.66,572.95,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 08:08:05,579.01,✅ 可能买入机会,3.5,54.94,0.04,-0.59,579.51,577.69,579.94,572.81,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 08:23:06,577.75,✅ 可能买入机会,3.5,50.93,0.06,-0.46,579.5,577.78,580.05,572.84,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 08:38:06,578.42,✅ 可能买入机会,3.5,52.94,0.15,-0.33,579.49,577.87,580.3,572.91,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 08:53:07,582.69,✅ 可能买入机会,2.0,62.97,0.74,-0.08,579.57,578.03,582.01,572.08,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨; 价格触及布林带上轨，市场可能超买（卖出信号）
2025-03-14 09:08:08,580.52,✅ 可能买入机会,3.5,56.7,0.77,0.08,579.59,578.13,582.19,572.12,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 09:23:08,579.44,✅ 可能买入机会,3.5,53.38,0.73,0.21,579.61,578.23,582.3,572.13,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 09:38:09,579.53,✅ 可能买入机会,3.5,53.55,0.74,0.32,579.23,578.34,582.6,572.32,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 09:53:10,581.45,✅ 可能买入机会,3.5,58.97,0.92,0.45,578.89,578.48,583.02,572.79,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
2025-03-14 10:08:10,581.28,✅ 可能买入机会,3.5,58.2,0.99,0.56,578.75,578.6,583.36,573.11,MACD 高于信号线，市场有上升趋势; 50均线上穿100均线，长期看涨
